"x","y"
967,0.427
968,1.380
969,1.984
970,1.683
971,0.755
972,0.052
973,0.221
974,1.106
975,1.894
976,1.860
977,1.035
978,0.178
979,0.077
980,0.824
981,1.733
982,1.968
983,1.313
984,0.370
985,0.006
986,0.556
987,1.514
988,2.000
989,1.566
990,0.612
991,0.015
992,0.323
993,1.254
994,1.951
995,1.774
996,0.885
997,0.102
998,0.145
999,0.974
1000,1.827
1001,1.920
1002,1.167
1003,0.261
1004,0.034
1005,0.695
1006,1.637
1007,1.993
1008,1.436
1009,0.478
1010,0.000
1011,0.441
1012,1.396
1013,1.987
1014,1.670
1015,0.738
1016,0.046
1017,0.232
1018,1.124
1019,1.902
1020,1.851
1021,1.018
1022,0.168
1023,0.084
1024,0.841
1025,1.745
1026,1.964
1027,1.296
1028,0.356
1029,0.008
1030,0.572
1031,1.529
1032,2.000
1033,1.551
1034,0.596
1035,0.012
1036,0.336
1037,1.271
1038,1.956
1039,1.762
1040,0.868
1041,0.094
1042,0.154
1043,0.991
1044,1.837
1045,1.913
1046,1.150
1047,0.249
1048,0.039
1049,0.712
1050,1.650
1051,1.991
1052,1.420
1053,0.463
1054,0.000
1055,0.456
1056,1.412
1057,1.989
1058,1.657
1059,0.720
1060,0.041
1061,0.243
1062,1.141
1063,1.909
1064,1.841
1065,1.000
1066,0.158
1067,0.091
1068,0.859
1069,1.757
1070,1.959
1071,1.279
1072,0.343
1073,0.011
1074,0.588
1075,1.544
1076,2.000
1077,1.536
1078,0.580
1079,0.009
1080,0.350
1081,1.288
1082,1.961
1083,1.751
1084,0.850
1085,0.087
1086,0.163
1087,1.009
1088,1.846
1089,1.906
1090,1.132
1091,0.237
1092,0.044
1093,0.729
1094,1.664
1095,1.988
1096,1.404
1097,0.448
1098,0.000
1099,0.471
1100,1.428
1101,1.992
1102,1.643
1103,0.704
1104,0.036
1105,0.255
1106,1.159
1107,1.917
1108,1.832
1109,0.982
1110,0.149
1111,0.098
1112,0.877
1113,1.768
1114,1.954
1115,1.262
1116,0.330
1117,0.013
1118,0.604
1119,1.559
1120,2.000
1121,1.521
1122,0.564
1123,0.007
1124,0.363
1125,1.305
1126,1.966
1127,1.739
1128,0.833
1129,0.080
1130,0.173
1131,1.027
1132,1.856
1133,1.898
1134,1.115
1135,0.226
1136,0.049
1137,0.746
1138,1.677
1139,1.985
1140,1.388
1141,0.434
1142,0.000
1143,0.486
1144,1.444
1145,1.994
1146,1.630
1147,0.687
1148,0.032
1149,0.267
1150,1.176
1151,1.923
1152,1.822
1153,0.965
1154,0.140
1155,0.106
1156,0.894
1157,1.780
1158,1.948
1159,1.245
1160,0.317
1161,0.016
1162,0.620
1163,1.573
1164,1.999
1165,1.506
1166,0.548
1167,0.005
1168,0.377
1169,1.322
1170,1.971
1171,1.727
1172,0.815
1173,0.073
1174,0.183
1175,1.044
1176,1.865
1177,1.890
1178,1.097
1179,0.215
1180,0.055
1181,0.763
1182,1.690
1183,1.982
1184,1.371
1185,0.419
1186,0.001
1187,0.501
1188,1.460
1189,1.996
1190,1.616
1191,0.670
1192,0.027
1193,0.279
1194,1.194
1195,1.930
1196,1.812
1197,0.947
1198,0.131
1199,0.114
1200,0.912
1201,1.790
1202,1.942
1203,1.228
1204,0.304
1205,0.020
1206,0.637
1207,1.588
1208,1.998
1209,1.491
1210,0.532
1211,0.004
1212,0.391
1213,1.338
1214,1.975
1215,1.715
1216,0.798
1217,0.067
1218,0.194
1219,1.062
1220,1.873
1221,1.882
1222,1.079
1223,0.204
1224,0.061
1225,0.781
1226,1.702
1227,1.978
1228,1.355
1229,0.405
1230,0.002
1231,0.517
1232,1.476
1233,1.997
1234,1.602
1235,0.653
1236,0.023
1237,0.291
1238,1.211
1239,1.936
1240,1.801
1241,0.929
1242,0.122
1243,0.122
1244,0.929
1245,1.801
1246,1.936
1247,1.211
1248,0.291
1249,0.023
1250,0.653
1251,1.602
1252,1.997
1253,1.475
1254,0.517
1255,0.002
1256,0.405
1257,1.355
1258,1.978
1259,1.702
1260,0.780
1261,0.060
1262,0.204
1263,1.080
1264,1.882
1265,1.873
1266,1.062
1267,0.194
1268,0.067
1269,0.798
1270,1.715
1271,1.975
1272,1.338
1273,0.391
1274,0.004
1275,0.532
1276,1.491
1277,1.998
1278,1.588
1279,0.637
1280,0.020
1281,0.304
1282,1.228
1283,1.943
1284,1.790
1285,0.912
1286,0.114
1287,0.131
1288,0.947
1289,1.812
1290,1.930
1291,1.193
1292,0.279
1293,0.027
1294,0.670
1295,1.616
1296,1.996
1297,1.460
1298,0.501
1299,0.001
1300,0.419
1301,1.372
1302,1.982
1303,1.690
1304,0.763
1305,0.055
1306,0.215
1307,1.097
1308,1.890
1309,1.864
1310,1.044
1311,0.183
1312,0.073
1313,0.815
1314,1.727
1315,1.971
1316,1.322
1317,0.377
1318,0.005
1319,0.548
1320,1.506
1321,1.999
1322,1.573
1323,0.620
1324,0.016
1325,0.317
1326,1.245
1327,1.948
1328,1.779
1329,0.894
1330,0.106
1331,0.140
1332,0.965
1333,1.822
1334,1.923
1335,1.176
1336,0.267
1337,0.032
1338,0.687
1339,1.630
1340,1.994
1341,1.444
1342,0.486
1343,0.000
1344,0.434
1345,1.388
1346,1.985
1347,1.677
1348,0.746
1349,0.049
1350,0.226
1351,1.115
1352,1.898
1353,1.855
1354,1.026
1355,0.173
1356,0.080
1357,0.833
1358,1.739
1359,1.966
1360,1.305
1361,0.363
1362,0.007
1363,0.564
1364,1.522
1365,2.000
1366,1.559
1367,0.604
1368,0.013
1369,0.330
1370,1.262
1371,1.954
1372,1.768
1373,0.876
1374,0.098
1375,0.149
1376,0.982
1377,1.832
1378,1.916
1379,1.159
1380,0.255
1381,0.036
1382,0.704
1383,1.644
1384,1.992
1385,1.428
1386,0.471
1387,0.000
1388,0.449
1389,1.404
1390,1.988
1391,1.664
1392,0.729
1393,0.044
1394,0.238
1395,1.132
1396,1.906
1397,1.846
1398,1.009
1399,0.163
1400,0.087
1401,0.850
1402,1.751
1403,1.961
1404,1.288
1405,0.350
1406,0.009
1407,0.580
1408,1.537
1409,2.000
1410,1.544
1411,0.588
1412,0.011
1413,0.343
1414,1.280
1415,1.959
1416,1.757
1417,0.859
1418,0.091
1419,0.159
1420,1.000
1421,1.842
1422,1.909
1423,1.141
1424,0.243
1425,0.041
1426,0.721
1427,1.657
1428,1.989
1429,1.412
1430,0.456
1431,0.000
1432,0.464
1433,1.420
1434,1.991
1435,1.650
1436,0.712
1437,0.039
1438,0.249
1439,1.150
1440,1.913
1441,1.837
1442,0.991
1443,0.154
1444,0.094
1445,0.868
1446,1.763
1447,1.956
1448,1.271
1449,0.336
1450,0.012
1451,0.596
1452,1.552
1453,2.000
1454,1.529
1455,0.572
1456,0.008
1457,0.357
1458,1.296
1459,1.964
1460,1.745
1461,0.841
1462,0.083
1463,0.168
1464,1.018
1465,1.851
1466,1.902
1467,1.123
1468,0.232
1469,0.046
1470,0.738
1471,1.670
1472,1.987
1473,1.396
1474,0.441
1475,0.000
1476,0.479
1477,1.436
1478,1.993
1479,1.637
1480,0.695
1481,0.034
1482,0.261
1483,1.167
1484,1.920
1485,1.827
1486,0.973
1487,0.144
1488,0.102
1489,0.885
1490,1.774
1491,1.951
1492,1.254
1493,0.323
1494,0.015
1495,0.612
1496,1.566
1497,2.000
1498,1.514
1499,0.556
1500,0.006
1501,0.370
1502,1.313
1503,1.968
1504,1.733
1505,0.824
1506,0.076
1507,0.178
1508,1.036
1509,1.860
1510,1.894
1511,1.106
1512,0.220
1513,0.052
1514,0.755
1515,1.683
1516,1.984
1517,1.379
1518,0.427
1519,0.001
1520,0.494
1521,1.452
1522,1.995
1523,1.623
1524,0.678
1525,0.029
1526,0.273
1527,1.185
1528,1.927
1529,1.817
1530,0.956
1531,0.135
1532,0.110
1533,0.903
1534,1.785
1535,1.945
1536,1.237
1537,0.310
1538,0.018
1539,0.629
1540,1.581
1541,1.999
1542,1.499
1543,0.540
1544,0.004
1545,0.384
1546,1.330
1547,1.973
1548,1.721
1549,0.806
1550,0.070
1551,0.188
1552,1.053
1553,1.869
1554,1.886
1555,1.088
1556,0.209
1557,0.058
1558,0.772
1559,1.696
1560,1.980
1561,1.363
1562,0.412
1563,0.002
1564,0.509
1565,1.468
1566,1.996
1567,1.609
1568,0.662
1569,0.025
1570,0.285
1571,1.202
1572,1.933
1573,1.806
1574,0.938
1575,0.127
1576,0.118
1577,0.921
1578,1.796
1579,1.939
1580,1.219
1581,0.298
1582,0.022
1583,0.645
1584,1.595
1585,1.998
1586,1.483
1587,0.524
1588,0.003
1589,0.398
1590,1.347
1591,1.977
1592,1.709
1593,0.789
1594,0.063
1595,0.199
1596,1.071
1597,1.878
1598,1.878
1599,1.071
1600,0.199
1601,0.064
1602,0.789
1603,1.709
1604,1.977
1605,1.347
1606,0.398
1607,0.003
1608,0.525
1609,1.483
1610,1.998
1611,1.595
1612,0.645
1613,0.022
1614,0.298
1615,1.220
1616,1.940
1617,1.796
1618,0.920
1619,0.118
1620,0.127
1621,0.938
1622,1.806
1623,1.933
1624,1.202
1625,0.285
1626,0.025
1627,0.662
1628,1.609
1629,1.996
1630,1.468
1631,0.509
1632,0.002
1633,0.412
1634,1.363
1635,1.980
1636,1.696
1637,0.772
1638,0.057
1639,0.210
1640,1.089
1641,1.886
1642,1.869
1643,1.053
1644,0.188
1645,0.070
1646,0.807
1647,1.721
1648,1.973
1649,1.330
1650,0.384
1651,0.004
1652,0.540
1653,1.499
1654,1.999
1655,1.580
1656,0.628
1657,0.018
1658,0.310
1659,1.237
1660,1.945
1661,1.785
1662,0.903
1663,0.110
1664,0.136
1665,0.956
1666,1.817
1667,1.927
1668,1.185
1669,0.273
1670,0.030
1671,0.679
1672,1.623
1673,1.995
1674,1.452
1675,0.494
1676,0.001
1677,0.427
1678,1.380
1679,1.984
1680,1.683
1681,0.755
1682,0.052
1683,0.221
1684,1.106
1685,1.894
1686,1.860
1687,1.035
1688,0.178
1689,0.077
1690,0.824
1691,1.733
1692,1.968
1693,1.313
1694,0.370
1695,0.006
1696,0.556
1697,1.514
1698,2.000
1699,1.566
1700,0.612
1701,0.015
1702,0.323
1703,1.254
1704,1.951
1705,1.774
1706,0.885
1707,0.102
1708,0.145
1709,0.974
1710,1.827
1711,1.920
1712,1.167
1713,0.261
1714,0.034
1715,0.695
1716,1.637
1717,1.993
1718,1.436
1719,0.478
1720,0.000
1721,0.441
1722,1.396
1723,1.987
1724,1.670
1725,0.737
1726,0.046
1727,0.232
1728,1.124
1729,1.902
1730,1.851
1731,1.018
1732,0.168
1733,0.084
1734,0.842
1735,1.745
1736,1.964
1737,1.296
1738,0.356
1739,0.008
1740,0.572
1741,1.529
1742,2.000
1743,1.551
1744,0.596
1745,0.012
1746,0.336
1747,1.271
1748,1.956
1749,1.762
1750,0.867
1751,0.094
1752,0.154
1753,0.991
1754,1.837
1755,1.913
1756,1.150
1757,0.249
1758,0.039
1759,0.712
1760,1.650
1761,1.991
1762,1.420
1763,0.463
1764,0.000
1765,0.456
1766,1.412
1767,1.989
1768,1.657
1769,0.720
1770,0.041
1771,0.243
1772,1.141
1773,1.909
1774,1.841
1775,1.000
1776,0.158
1777,0.091
1778,0.859
1779,1.757
1780,1.959
1781,1.279
1782,0.343
1783,0.011
1784,0.588
1785,1.544
1786,2.000
1787,1.536
1788,0.580
1789,0.009
1790,0.350
1791,1.288
1792,1.961
1793,1.751
1794,0.850
1795,0.087
1796,0.163
1797,1.009
1798,1.846
1799,1.906
1800,1.132
1801,0.237
1802,0.044
1803,0.729
1804,1.664
1805,1.988
1806,1.404
1807,0.448
1808,0.000
1809,0.471
1810,1.428
1811,1.992
1812,1.643
1813,0.703
1814,0.036
1815,0.255
1816,1.159
1817,1.917
1818,1.832
1819,0.982
1820,0.149
1821,0.098
1822,0.877
1823,1.768
1824,1.954
1825,1.262
1826,0.330
1827,0.013
1828,0.604
1829,1.559
1830,2.000
1831,1.521
1832,0.564
1833,0.007
1834,0.363
1835,1.305
1836,1.966
1837,1.739
1838,0.832
1839,0.080
1840,0.173
1841,1.027
1842,1.856
1843,1.898
1844,1.115
1845,0.226
1846,0.049
1847,0.746
1848,1.677
1849,1.985
1850,1.388
1851,0.434
1852,0.000
1853,0.486
1854,1.444
1855,1.994
1856,1.630
1857,0.687
1858,0.032
1859,0.267
1860,1.176
1861,1.924
1862,1.822
1863,0.964
1864,0.140
1865,0.106
1866,0.894
1867,1.780
1868,1.948
1869,1.245
1870,0.317
1871,0.016
1872,0.621
1873,1.574
1874,1.999
1875,1.506
1876,0.548
1877,0.005
1878,0.377
1879,1.322
1880,1.971
1881,1.727
1882,0.815
1883,0.073
1884,0.183
1885,1.044
1886,1.865
1887,1.890
1888,1.097
1889,0.215
1890,0.055
1891,0.763
1892,1.690
1893,1.982
1894,1.371
1895,0.419
1896,0.001
1897,0.501
1898,1.460
1899,1.996
1900,1.616
1901,0.670
1902,0.027
1903,0.279
1904,1.194
1905,1.930
1906,1.812
1907,0.947
1908,0.131
1909,0.114
1910,0.912
1911,1.791
1912,1.942
1913,1.228
1914,0.304
1915,0.020
1916,0.637
1917,1.588
1918,1.998
1919,1.491
1920,0.532
1921,0.004
1922,0.391
1923,1.338
1924,1.975
1925,1.715
1926,0.798
1927,0.067
1928,0.194
1929,1.062
1930,1.873
1931,1.882
1932,1.079
1933,0.204
1934,0.061
1935,0.781
1936,1.703
1937,1.978
1938,1.355
1939,0.405
1940,0.002
1941,0.517
1942,1.476
1943,1.997
1944,1.602
1945,0.653
1946,0.023
1947,0.291
1948,1.211
1949,1.937
1950,1.801
1951,0.929
1952,0.122
1953,0.122
1954,0.929
1955,1.801
1956,1.936
1957,1.211
1958,0.291
1959,0.023
1960,0.654
1961,1.602
1962,1.997
1963,1.475
1964,0.517
1965,0.002
1966,0.405
1967,1.355
1968,1.978
1969,1.702
1970,0.780
1971,0.060
1972,0.204
1973,1.080
1974,1.882
1975,1.873
1976,1.062
1977,0.193
1978,0.067
1979,0.798
1980,1.715
1981,1.975
1982,1.338
1983,0.391
1984,0.004
1985,0.532
1986,1.491
1987,1.998
1988,1.588
1989,0.637
1990,0.020
1991,0.304
1992,1.228
1993,1.943
1994,1.790
1995,0.911
1996,0.114
1997,0.131
1998,0.947
1999,1.812
2000,1.930
2001,1.193
2002,0.279
2003,0.027
2004,0.670
2005,1.616
2006,1.996
2007,1.460
2008,0.501
2009,0.001
2010,0.420
2011,1.372
2012,1.982
2013,1.690
2014,0.763
2015,0.055
2016,0.215
2017,1.097
2018,1.890
2019,1.864
2020,1.044
2021,0.183
2022,0.073
2023,0.815
2024,1.727
2025,1.970
2026,1.321
2027,0.377
2028,0.005
2029,0.548
2030,1.507
2031,1.999
2032,1.573
2033,0.620
2034,0.016
2035,0.317
2036,1.245
2037,1.948
2038,1.779
2039,0.894
2040,0.106
2041,0.140
2042,0.965
2043,1.822
2044,1.923
2045,1.176
2046,0.267
2047,0.032
2048,0.687
2049,1.630
2050,1.994
2051,1.444
2052,0.486
2053,0.000
2054,0.434
2055,1.388
2056,1.985
2057,1.677
2058,0.746
2059,0.049
2060,0.226
2061,1.115
2062,1.898
2063,1.855
2064,1.026
2065,0.173
2066,0.080
2067,0.833
2068,1.739
2069,1.966
2070,1.305
2071,0.363
2072,0.007
2073,0.564
2074,1.522
2075,2.000
2076,1.559
2077,0.604
2078,0.013
2079,0.330
2080,1.263
2081,1.954
2082,1.768
2083,0.876
2084,0.098
2085,0.149
2086,0.982
2087,1.832
2088,1.916
2089,1.158
2090,0.255
2091,0.036
2092,0.704
2093,1.644
2094,1.992
2095,1.428
2096,0.471
2097,0.000
2098,0.449
2099,1.404
2100,1.988
2101,1.663
2102,0.729
2103,0.044
2104,0.238
2105,1.133
2106,1.906
2107,1.846
2108,1.009
2109,0.163
2110,0.087
2111,0.850
2112,1.751
2113,1.961
2114,1.288
2115,0.350
2116,0.009
2117,0.580
2118,1.537
2119,2.000
2120,1.544
2121,0.588
2122,0.011
2123,0.343
2124,1.280
2125,1.959
2126,1.757
2127,0.859
2128,0.091
2129,0.159
2130,1.000
2131,1.842
2132,1.909
2133,1.141
2134,0.243
2135,0.041
2136,0.721
2137,1.657
2138,1.989
2139,1.412
2140,0.456
